t[s],p_sum[MPa],p_diff[MPa],p1[MPa],p2[MPa],p1_cmd[MPa],p2_cmd[MPa],theta[rad],theta[deg]
3.565253119468688965e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.771531396479518294e-01,2.160928313193579342e+01
3.565503823757171631e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.775011626399121800e-01,2.162922338054863758e+01
3.565749933719635010e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.777795810334804161e-01,2.164517557943890935e+01
3.566002337932586670e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.781805035202187026e-01,2.166814674584090383e+01
3.566250872611999512e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.783230537377256786e-01,2.167631427167272662e+01
3.566502883434295654e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.784370939117312482e-01,2.168284829233818201e+01
3.566751396656036377e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.785283260509356706e-01,2.168807550887054703e+01
3.567001264095306396e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.782945156047221036e-01,2.167467915709643833e+01
3.567250900268554688e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.781074672477512388e-01,2.166396207567715138e+01
3.567502610683441162e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.779578285621745803e-01,2.165538841054172181e+01
3.567751469612121582e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.778381176137132202e-01,2.164852947843337816e+01
3.568007347583770752e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.776657338479288972e-01,2.163865261619736557e+01
3.568251335620880127e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.776044418423166737e-01,2.163514084295789175e+01
3.568500716686248779e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.775554082378269061e-01,2.163233142436631695e+01
3.568751039505004883e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.775161813542350919e-01,2.163008388949305427e+01
3.569000172615051270e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.774847998473616628e-01,2.162828586159444555e+01
3.569251730442047119e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.774596946418629084e-01,2.162684743927555786e+01
3.569502329826354980e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.774396104774638827e-01,2.162569670142044842e+01
3.569753735065460205e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.774235431459446732e-01,2.162477611113635945e+01
3.570002255439758301e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.774004061885570249e-01,2.162345046112727331e+01
3.570254218578338623e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.773921797148191981e-01,2.162297911890182078e+01
3.570502254962921143e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.776923946934060417e-01,2.164018017012145734e+01
3.570748009681701660e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.776257705186983893e-01,2.163636288609716729e+01
3.570998890399932861e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.775298317071194010e-01,2.163086599710218749e+01
3.571252741813659668e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.775298317071194010e-01,2.163086599710218749e+01
3.571501739025115967e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.774957201296690879e-01,2.162891154768175284e+01
3.571749758720397949e+02,3.636363744735717773e-01,1.818181872367858887e-01,2.727272808551788330e-01,9.090909361839294434e-02,2.727272727272727071e-01,9.090909090909093937e-02,3.774684308677088707e-01,2.162734798814540582e+01
3.572003710269927979e+02,3.636363744735717773e-01,1.515151560306549072e-02,1.893939450383186340e-01,1.742424294352531433e-01,1.893939393939393923e-01,1.742424242424242820e-01,3.774291343304861379e-01,2.162509646241306527e+01
3.572252523899078369e+02,4.469696879386901855e-01,-6.818182021379470825e-02,1.893939338624477386e-01,2.575757540762424469e-01,1.893939393939393923e-01,2.575757575757576245e-01,3.774151622283624663e-01,2.162429591993045008e+01
3.572500870227813721e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,3.774039845466635734e-01,2.162365548594436504e+01
3.572754251956939697e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,3.773950424013044480e-01,2.162314313875549487e+01
3.573004672527313232e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,3.773821657119872941e-01,2.162240535880351899e+01
3.573252367973327637e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,3.770707911759862974e-01,2.160456491204281804e+01
3.573499836921691895e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,3.770707911759862974e-01,2.160456491204281804e+01
3.573751730918884277e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,3.709925645532200500e-01,2.125630817963425656e+01
3.574000575542449951e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,3.196566115447311840e-01,1.831497473496592221e+01
3.574250900745391846e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,2.802689818419552559e-01,1.605822978797274203e+01
3.574501347541809082e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,2.404753818251520181e-01,1.377822445537819362e+01
3.574751076698303223e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,2.031181709753211162e-01,1.163781393930255526e+01
3.575005602836608887e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,1.371133002799949097e-01,7.856013421153637211e+00
3.575259015560150146e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,1.099974363815730688e-01,6.302388861922910479e+00
3.575501551628112793e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,8.799794910525846059e-02,5.041911089538328561e+00
3.575748600959777832e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,8.799794910525846059e-02,5.041911089538328561e+00
3.576003518104553223e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,5.429383278735637475e-02,3.110807472304530474e+00
3.576248991489410400e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,4.006030849653669651e-02,2.295286602843625179e+00
3.576500861644744873e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,2.775310059114956610e-02,1.590135532274900232e+00
3.576750934123992920e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,1.790733426683985968e-02,1.026014675819920230e+00
3.577001256942749023e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,3.729430759833878700e-03,2.136806425247489982e-01
3.577250213623046875e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,-1.311601598212691969e-03,-7.514923598020079032e-02
3.577501733303070068e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,-5.344427484649949198e-03,-3.062131387841606767e-01
3.577753248214721680e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,-8.570688193799753940e-03,-4.910642610273284747e-01
3.578003864288330078e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,-1.115169676111959877e-02,-6.389451588218627576e-01
3.578251864910125732e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,-1.321650361497547430e-02,-7.572498770574902505e-01
3.578501958847045898e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,-1.517514525563730399e-02,-8.694717766459922892e-01
3.578751330375671387e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,-1.643526241058963777e-02,-9.416711713167937869e-01
3.579002420902252197e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,-1.849526803978270365e-02,-1.059700799642748104e+00
3.579250929355621338e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,-1.909136063790595889e-02,-1.093854389714198572e+00
3.579503457546234131e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,-1.987503087398169097e-02,-1.138755386771358902e+00
3.579750952720642090e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,-2.050196706284227940e-02,-1.174676184417087210e+00
3.580003588199615479e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,-2.100351601393074877e-02,-1.203412822533669990e+00
3.580253038406372070e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,-2.109795901722439498e-02,-1.208824008026935903e+00
3.580503001213073730e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,-2.148030957743644193e-02,-1.230731081421548856e+00
3.580754573345184326e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,-2.178619002560608017e-02,-1.248256740137239307e+00
3.581005365848541260e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,-2.167442478733152406e-02,-1.241853063687833325e+00
3.581256301403045654e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,-2.194148219352214449e-02,-1.257154325950266660e+00
3.581502897739410400e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,-2.215512811847464292e-02,-1.269395335760213461e+00
3.581751470565795898e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,-2.232604485843664097e-02,-1.279188143608171124e+00
3.582008807659149170e+02,4.545454680919647217e-01,-7.575757801532745361e-02,1.893939450383186340e-01,2.651515230536460876e-01,1.893939393939393923e-01,2.651515151515151936e-01,-2.257216496398191732e-02,-1.293289786909229688e+00
3.582253453731536865e+02,6.212121248245239258e-01,-7.575757801532745361e-02,2.727272734045982361e-01,3.484848514199256897e-01,2.727272727272727071e-01,3.484848484848485084e-01,-2.257216496398191732e-02,-1.293289786909229688e+00
3.582502863407135010e+02,7.878788113594055176e-01,-7.575757801532745361e-02,3.560606166720390320e-01,4.318181946873664856e-01,3.560606060606060774e-01,4.318181818181818787e-01,-2.265967433484246049e-02,-1.298303704527383973e+00
3.582752850055694580e+02,9.393939375877380371e-01,-6.060606241226196289e-02,4.393939375877380371e-01,5.000000000000000000e-01,4.393939393939394478e-01,5.000000000000000000e-01,-2.242288567395376436e-02,-1.284736713621907223e+00
3.583004255294799805e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-2.263414308591287644e-02,-1.296840871718020871e+00
3.583251471519470215e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-2.240246067481009573e-02,-1.283566447374416608e+00
3.583500883579254150e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-2.221711474592787117e-02,-1.272946907899533242e+00
3.583754353523254395e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-2.084165337251358066e-02,-1.194138776319626727e+00
3.584000737667083740e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.573166818751029275e-02,-9.013581918445611185e-01
3.584251549243927002e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.227853839243110701e-02,-7.035084284756489836e-01
3.584507884979248047e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.227853839243110701e-02,-7.035084284756489836e-01
3.584751079082489014e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-8.288849926059245823e-03,-4.749161177805192868e-01
3.585001482963562012e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.788261152258165489e-04,1.597555962046767059e-02
3.585256397724151611e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.825003255837577269e-03,2.764523226963741531e-01
3.585503976345062256e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,8.768741125904113559e-03,5.024118581570993225e-01
3.585753114223480225e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,1.223052757953447221e-02,7.007576115256795024e-01
3.585999572277069092e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,1.721550007276218680e-02,9.863754963764349570e-01
3.586253392696380615e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,1.898793473702093185e-02,1.087928522101148099e+00
3.586502332687377930e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.071267862600505508e-02,1.186749067680918479e+00
3.586750221252441406e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.071267862600505508e-02,1.186749067680918479e+00
3.587004201412200928e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.319630982614219114e-02,1.329050653315787978e+00
3.587249989509582520e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.407937869730206182e-02,1.379646772652630471e+00
3.587502853870391846e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.478583379422995975e-02,1.420123668122104332e+00
3.587752418518066406e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.535099787177227601e-02,1.452505184497683510e+00
3.588005845546722412e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.616483414343321462e-02,1.499134568078517749e+00
3.588250460624694824e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.645419815113488060e-02,1.515713904462814066e+00
3.588501560688018799e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.668568935729621547e-02,1.528977373570251430e+00
3.588749477863311768e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.687088232222528336e-02,1.539588148856201322e+00
3.588999197483062744e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.701903669416853490e-02,1.548076769084961057e+00
3.589249377250671387e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.713756019172313891e-02,1.554867665267968935e+00
3.589500942230224609e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.723237898976682211e-02,1.560300382214375281e+00
3.589750561714172363e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.730823402820176798e-02,1.564646555771500358e+00
3.590002133846282959e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.741746528354808629e-02,1.570905045693760327e+00
3.590252361297607422e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.745630306322677933e-02,1.573130286555008306e+00
3.590503516197204590e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.748737328696973167e-02,1.574910479244006734e+00
3.590753588676452637e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.751222946596409633e-02,1.576334633395205520e+00
3.591002295017242432e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.753211440915958805e-02,1.577473956716164638e+00
3.591250929832458496e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.754802236371597934e-02,1.578385415372931755e+00
3.591504099369049072e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.756074872736109446e-02,1.579114582298345448e+00
3.591750376224517822e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.757092981827718656e-02,1.579697915838676581e+00
3.591999914646148682e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.758559058919635848e-02,1.580537916136753207e+00
3.592254159450531006e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,2.759080330774539569e-02,1.580836582909402654e+00
3.592501444816589355e+02,1.000000000000000000e+00,1.666666716337203979e-01,5.833333358168601990e-01,4.166666641831398010e-01,5.833333333333333703e-01,4.166666666666666297e-01,2.759497348258462684e-02,1.581075516327522301e+00
3.592750873565673828e+02,1.000000000000000000e+00,3.333333432674407959e-01,6.666666716337203979e-01,3.333333283662796021e-01,6.666666666666667407e-01,3.333333333333332593e-01,2.759830962245601177e-02,1.581266663062017797e+00
3.593001303672790527e+02,9.499999880790710449e-01,4.499999880790710449e-01,6.999999880790710449e-01,2.500000000000000000e-01,6.999999999999999556e-01,2.499999999999999167e-01,2.760311366387080412e-02,1.581541914359691603e+00
3.593252537250518799e+02,9.090909361839294434e-01,4.909090995788574219e-01,7.000000178813934326e-01,2.090909183025360107e-01,6.999999999999999556e-01,2.090909090909092161e-01,2.760311366387080412e-02,1.581541914359691603e+00
3.593504066467285156e+02,9.090909361839294434e-01,4.909090995788574219e-01,7.000000178813934326e-01,2.090909183025360107e-01,6.999999999999999556e-01,2.090909090909092161e-01,2.791161792506208217e-02,1.599217906487753416e+00
3.593751893043518066e+02,9.090909361839294434e-01,4.909090995788574219e-01,7.000000178813934326e-01,2.090909183025360107e-01,6.999999999999999556e-01,2.090909090909092161e-01,3.091958675220925906e-02,1.771561825190202777e+00
3.594003410339355469e+02,9.090909361839294434e-01,4.909090995788574219e-01,7.000000178813934326e-01,2.090909183025360107e-01,6.999999999999999556e-01,2.090909090909092161e-01,5.746310367188527113e-02,3.292393318121729529e+00
3.594255039691925049e+02,9.090909361839294434e-01,4.909090995788574219e-01,7.000000178813934326e-01,2.090909183025360107e-01,6.999999999999999556e-01,2.090909090909092161e-01,8.094524490130083905e-02,4.637820904497384156e+00
3.594505605697631836e+02,9.090909361839294434e-01,4.909090995788574219e-01,7.000000178813934326e-01,2.090909183025360107e-01,6.999999999999999556e-01,2.090909090909092161e-01,1.089348426121471425e-01,6.241506723597907147e+00
3.594754061698913574e+02,9.090909361839294434e-01,4.909090995788574219e-01,7.000000178813934326e-01,2.090909183025360107e-01,6.999999999999999556e-01,2.090909090909092161e-01,1.396100170354066528e-01,7.999064753878326606e+00
3.595003616809844971e+02,9.090909361839294434e-01,4.909090995788574219e-01,7.000000178813934326e-01,2.090909183025360107e-01,6.999999999999999556e-01,2.090909090909092161e-01,2.034785815213519533e-01,1.165846394248212903e+01
3.595253937244415283e+02,9.090909361839294434e-01,4.909090995788574219e-01,7.000000178813934326e-01,2.090909183025360107e-01,6.999999999999999556e-01,2.090909090909092161e-01,2.333459814598210780e-01,1.336973990398570322e+01
3.595511391162872314e+02,9.090909361839294434e-01,4.909090995788574219e-01,7.000000178813934326e-01,2.090909183025360107e-01,6.999999999999999556e-01,2.090909090909092161e-01,2.333459814598210780e-01,1.336973990398570322e+01
3.595754733085632324e+02,9.090909361839294434e-01,4.909090995788574219e-01,7.000000178813934326e-01,2.090909183025360107e-01,6.999999999999999556e-01,2.090909090909092161e-01,2.612282514590990590e-01,1.496727629818856542e+01
3.596003205776214600e+02,9.090909361839294434e-01,4.909090995788574219e-01,7.000000178813934326e-01,2.090909183025360107e-01,6.999999999999999556e-01,2.090909090909092161e-01,3.102144495962806392e-01,1.777397870584068684e+01
3.596258332729339600e+02,9.090909361839294434e-01,4.909090995788574219e-01,7.000000178813934326e-01,2.090909183025360107e-01,6.999999999999999556e-01,2.090909090909092161e-01,3.300861337501177495e-01,1.891254233967254805e+01
3.596503145694732666e+02,9.090909361839294434e-01,4.909090995788574219e-01,7.000000178813934326e-01,2.090909183025360107e-01,6.999999999999999556e-01,2.090909090909092161e-01,3.469038695459188415e-01,1.987612762173803915e+01
3.596752088069915771e+02,9.090909361839294434e-01,4.909090995788574219e-01,7.000000178813934326e-01,2.090909183025360107e-01,6.999999999999999556e-01,2.090909090909092161e-01,3.606648543401368423e-01,2.066457397239043203e+01
3.597003533840179443e+02,9.090909361839294434e-01,4.909090995788574219e-01,7.000000178813934326e-01,2.090909183025360107e-01,6.999999999999999556e-01,2.090909090909092161e-01,3.815851386110884480e-01,2.186321796732988076e+01
